arm,seed,mode,lead,crps,pinball,nmae,raw_mae,coverage,width,negative_mass,native_pinball
FULL9,92301,cal,57,0.28412004213863745,0.3082687134746592,0.41798824112625754,4.17512338871465,0.8658088235294118,1.3708102428931441,0.0,
FULL9,92301,cal,58,0.40320780753298463,0.4366186360624031,0.5914498338693817,5.773892601048026,0.8492647058823529,1.870015543658165,0.0,
FULL9,92301,cal,59,0.46528424037488625,0.5043949382566414,0.6746280869343205,6.534747649805949,0.84375,2.1769060762006167,0.0,
FULL9,92301,cal,60,0.4758865734499543,0.5170454710585553,0.6935729102798428,6.6435733638046415,0.8290441176470589,2.300840303669666,0.0,
FULL9,92301,cal,61,0.4699208079055806,0.5101047977893811,0.6884410983870763,6.672494938377948,0.8216911764705882,2.2543782588988432,0.0,
FULL9,92301,cal,62,0.4295476102183974,0.46628388781098384,0.6296919527948844,6.136136490742073,0.8529411764705882,2.0417094137258776,0.0,
FULL9,92301,cal,63,0.3437675862972661,0.37277026573311217,0.507374917171767,5.006642536650522,0.8272058823529411,1.5982454506361474,0.0008169934640522875,
FULL9,92301,cal,64,0.20813935285959864,0.2254632248742558,0.3086989575928282,3.1228648524419818,0.8584558823529411,0.9729120191958546,0.027369281045751634,
FULL9,92301,cal,65,0.030392306642179023,0.032957383048966477,0.03756648769491622,0.40708307909217717,0.9669117647058824,0.20824456287581014,0.27684731299927373,
FULL9,92301,cal,66,0.006337649839345266,0.00673338704100173,0.00591338817754815,0.05928229978855919,1.0,0.05845315943076078,0.6025780682643427,
FULL9,92301,cal,67,0.002916453782413995,0.0030719289079515523,0.003332106651390425,0.03269439979511149,0.9761029411764706,0.02570766017085612,0.5924110384894699,
FULL9,92301,cal,68,0.003126149583798866,0.0033599033331861805,0.004060697246784772,0.039459585705224204,0.9761029411764706,0.022304751632592254,0.45867374727668836,
FULL9,92301,cal,69,0.003024226533561262,0.003281044753370977,0.004368116738798089,0.04440865271231707,0.8639705882352942,0.015335287640884968,0.6587236746550472,
FULL9,92301,cal,70,0.0027310226371356347,0.002945693565231642,0.0034111897460743744,0.03520196457119549,0.9080882352941176,0.017130063343643854,0.39168028322440085,
FULL9,92301,cal,71,0.0026170631853327485,0.0027811046950452726,0.0029072070475295968,0.029205844682805678,0.9834558823529411,0.023945219246934903,0.5174972766884531,
FULL9,92301,cal,72,0.0033491772768164197,0.0036000974567443863,0.004789544882541289,0.04578417627250447,0.9944852941176471,0.02526423489053348,0.6336919026870007,
FULL9,92301,cal,73,0.003000007996927756,0.0032019137340654922,0.003345887459953135,0.03314005408216925,0.9705882352941176,0.02516359364549713,0.5671750181554103,
FULL9,92301,cal,74,0.0032361014818754652,0.003418341333816864,0.002965823428172106,0.02954867175396751,1.0,0.031001152945038548,0.477260348583878,
FULL9,92301,cal,75,0.0029809068858444236,0.0031681390554896614,0.0031433669427330603,0.03192465752363205,0.9908088235294118,0.02733782211798211,0.5843545751633987,
FULL9,92301,cal,76,0.004733261533751813,0.005134784513688366,0.00657430037752062,0.06621317696921966,0.9007352941176471,0.027608168113111065,0.2577387436456064,
FULL9,92301,cal,77,0.007199555991702924,0.007871310513609012,0.011208850380498663,0.10835787873057758,0.8216911764705882,0.03427702799118898,0.23082334785766156,
FULL9,92301,cal,78,0.006336371396481284,0.006733672441635753,0.007839762199614223,0.08241268378846786,1.0,0.0569992072920171,0.3996459694989106,
FULL9,92301,cal,79,0.04038205205848081,0.044087629014912685,0.06326986631020161,0.6780560014406493,0.9816176470588235,0.25000738492042596,0.31252269426289037,
FULL9,92301,cal,80,0.15512284180370453,0.16999694678692218,0.2141843669598691,2.1972096106688053,0.8180147058823529,0.712059051856837,0.021854575163398695,
FULL9,92301,cal,81,0.2827772157757677,0.31054672183969745,0.4177598852299249,4.186300815466573,0.8235294117647058,1.2108409887383436,0.0004538852578068264,
FULL9,92301,cal,82,0.401297353488562,0.44133631447713845,0.5993033156935265,5.848999012782074,0.7647058823529411,1.6193580570489101,0.0008396877269426289,
FULL9,92301,cal,83,0.4621572900325396,0.5089632329643569,0.6827530373416245,6.608280143919675,0.7647058823529411,1.9068805666037956,0.0029956427015250544,
FULL9,92301,cal,84,0.4729110683650436,0.5208294972097602,0.6992982178127792,6.71271143579746,0.7628676470588235,2.052391871921594,0.004379992737835875,
FULL9,92301,cal,85,0.46685351742997666,0.51402737289657,0.6957817312950877,6.739590491989956,0.7683823529411765,1.9836797330424272,0.0036310820624546112,
FULL9,92301,cal,86,0.4299350621600537,0.4729908247581741,0.6391483871239331,6.235093263251817,0.7463235294117647,1.7092359754836148,0.0023602033405954975,
FULL9,92301,cal,87,0.34455387799657194,0.3783711771594104,0.5057196219155645,4.991364616688395,0.7591911764705882,1.3215380126406908,0.0017474582425562818,
FULL9,92301,cal,88,0.2083985754012531,0.22884553926299897,0.30172122493699893,3.0535379901874182,0.7555147058823529,0.8456903550889939,0.009781227305737111,
FULL9,92301,cal,89,0.050284820212017266,0.05505477299124844,0.06984900578272397,0.7076898968867574,0.9944852941176471,0.3680214241142916,0.29225671750181553,
FULL9,92301,cal,90,0.008756598387780881,0.00925191106170589,0.007303395444451806,0.07158027896109749,1.0,0.10154707011318044,0.4637799564270152,
FULL9,92301,cal,91,0.0031703034964286436,0.0033284071294140544,0.003177700344435791,0.03227939675836002,0.9926470588235294,0.02947713966989486,0.4982525417574437,
FULL9,92301,cal,92,0.003098279621294033,0.003304820410045522,0.00417662281633243,0.03953619914896348,0.8897058823529411,0.020138516616348606,0.33083696441539573,
FULL9,92301,cal,93,0.0029832912607925016,0.0032295652686445387,0.004040699901040571,0.03984549597782247,0.8088235294117647,0.014635176766125317,0.7241739288307915,
FULL9,92301,cal,94,0.0037124218011425235,0.0040246269358872756,0.00492297299155979,0.052625082433223724,0.8290441176470589,0.020645704323477433,0.27133260711692087,
FULL9,92301,cal,95,0.002912082131004909,0.00310921717686073,0.003525777971285235,0.03462122249252656,0.9154411764705882,0.022126829286123337,0.33818990559186635,
FULL9,92301,cal,96,0.0027024427619710394,0.0028838470787118284,0.003715860765999898,0.03607755548813764,0.9981617647058824,0.020826441031866972,0.6224582425562818,
FULL9,92301,cal,97,0.0034914178071152853,0.0037633639863666707,0.005245349398608367,0.05040088208282695,0.9852941176470589,0.024122685752627555,0.6435639070442991,
FULL9,92301,cal,98,0.0028809278832247994,0.0030679504913046747,0.0029005038009869513,0.029615121729233685,0.9816176470588235,0.026963533363602753,0.47337962962962965,
FULL9,92301,cal,99,0.0032555979907298435,0.0034784724427891324,0.0044760158507375835,0.04314203385044547,0.9981617647058824,0.025642468483091492,0.6129493464052288,
FULL9,92301,cal,100,0.002775703143448044,0.0029478299054500573,0.002808854051879456,0.02759671605685178,0.9926470588235294,0.023452808782215295,0.5120733478576616,
FULL9,92301,cal,101,0.0028545401273413714,0.0030304416560175563,0.00319341206660633,0.031813074998995834,1.0,0.024745934073446697,0.5610929557007988,
FULL9,92301,cal,102,0.009213737904461054,0.010057141931806656,0.012389887662848664,0.12105402876349057,0.7481617647058824,0.05179451095242615,0.6781726579520697,
FULL9,92301,cal,103,0.03997014849475781,0.043766561582309585,0.05498648216684055,0.6007255521014004,0.9779411764705882,0.2603336425739316,0.4212736020334059,
FULL9,92301,cal,104,0.1522657079557724,0.16629992088301077,0.2069314671529814,2.132619436289293,0.8511029411764706,0.7259000493365462,0.045615468409586045,
FULL9,92301,cal,105,0.28181602433468217,0.3085945868910454,0.41416633236623646,4.14211077084217,0.8272058823529411,1.237620154876245,0.0,
FULL9,92301,cal,106,0.3989783013543102,0.43810389014532314,0.5881024986497365,5.729051737525665,0.7683823529411765,1.6414479775610544,0.0,
FULL9,92301,cal,107,0.4640015880251062,0.5103315333182226,0.6763630320574968,6.554719442994717,0.7628676470588235,1.9429118051389995,2.269426289034132e-05,
FULL9,92301,cal,108,0.47680849689685256,0.5249758785021127,0.6961327270834348,6.692343026947449,0.7665441176470589,2.089048790269208,0.00020424836601307187,
FULL9,92301,cal,109,0.473042704285121,0.520709674497387,0.7000871585539699,6.789778938955244,0.7738970588235294,2.0231039350779536,0.0004538852578068264,
FULL9,92301,cal,110,0.43718791341678476,0.4805899554529067,0.6468924220138076,6.304739978274002,0.7518382352941176,1.7463802364272636,0.0001134713144517066,
FULL9,92301,cal,111,0.35073695646485253,0.3841175379601646,0.5143515542540172,5.068721157888992,0.7536764705882353,1.359288486226978,0.00020424836601307187,
FULL9,92301,cal,112,0.21099482135943706,0.231390636546524,0.30894795501558137,3.11687150035526,0.7610294117647058,0.8676057926546215,0.014251997095134349,
FULL9,92301,cal,113,0.05419144570727108,0.059081476610945344,0.07995881098627136,0.813558203226421,0.9926470588235294,0.35646934847392786,0.27414669571532313,
FULL9,92301,cal,114,0.009696262648910112,0.010366249292816859,0.01198111127513071,0.12329522169688169,0.9779411764705882,0.08847334069510784,0.5102805010893247,
FULL9,92301,cal,115,0.003660268948421485,0.003893092104706144,0.004292242076944957,0.04521466134225621,0.9944852941176471,0.0328107643726034,0.45334059549745825,
FULL9,92301,cal,116,0.004296674133068318,0.004688492469642515,0.006472798106804646,0.06338551377548891,0.8382352941176471,0.020459828253482037,0.23375090777051558,
FULL9,92301,cal,117,0.0038121930555337523,0.004144792517601493,0.005239834112306083,0.052731471464914435,0.7481617647058824,0.017957073147158352,0.7461192810457515,
FULL9,92301,cal,118,0.0029832458343927288,0.003202252206881746,0.003962381329742395,0.04317920304396573,0.9650735294117647,0.021384388255957322,0.42513162672476396,
FULL9,92301,cal,119,0.002567888265587038,0.002729249121213929,0.0032139141468876613,0.03261920678264955,0.9669117647058824,0.02063417147671062,0.5701252723311547,
FULL9,92301,cal,120,0.0026501906576615933,0.0028498977606552733,0.003762606452766723,0.03673114583772771,0.9430147058823529,0.017105187066567478,0.701003086419753,
FULL9,92301,cal,121,0.0029403057751496175,0.003179796226882036,0.004025376915077932,0.04001957835520015,0.8841911764705882,0.017424542652079253,0.6196895424836599,
FULL9,92301,cal,122,0.0027825213361395754,0.0029719946334263963,0.003338214347363367,0.03288516314590678,0.9613970588235294,0.02197403482282184,0.3915895061728395,
FULL9,92301,cal,123,0.0035208445447157334,0.0038010665822613967,0.005102494393527661,0.04927714256679311,0.9669117647058824,0.02184459397732221,0.6443355119825709,
FULL9,92301,cal,124,0.0033471125675577935,0.0035904304696135316,0.004064627055765553,0.039299584486905265,0.9080882352941176,0.023469946620595806,0.3691448801742919,
FULL9,92301,cal,125,0.0038062241091399163,0.004086600779538323,0.004602698501557602,0.04468417474452187,0.9540441176470589,0.027171251062030492,0.3834195715323166,
FULL9,92301,cal,126,0.010544244819713399,0.011503826310915179,0.014573523553773494,0.14286414928296032,0.7316176470588235,0.05409525992513128,0.7145969498910675,
FULL9,92301,cal,127,0.03958184225324308,0.04354292018805796,0.05807966293130045,0.6388457487474251,0.9650735294117647,0.2387385498662205,0.44796205519244736,
FULL9,92301,cal,128,0.15411961293750204,0.168347661878662,0.21733916465788009,2.23381442538983,0.8419117647058824,0.696588017039892,0.03426833696441539,
FULL9,92302,raw,1,0.006226869785388505,0.007374787757514626,0.006583413550362124,0.06398104876279831,1.0,0.07562880782183587,0.6503267973856208,
FULL9,92302,raw,2,0.004983876483107502,0.005983237715898732,0.004835265208330456,0.047322425772162044,1.0,0.06493238713052825,0.5496323529411765,
FULL9,92302,raw,3,0.005199585799811362,0.006225683193479278,0.0045713372828727165,0.04471836107618669,0.9981617647058824,0.0628389115261355,0.5553513071895424,
FULL9,92302,raw,4,0.005915002509077001,0.007111482754772393,0.005233063282870597,0.05225935666000142,0.9852941176470589,0.07543227747420941,0.5998774509803921,
FULL9,92302,raw,5,0.006964261001865175,0.008337789308384727,0.0058468255407129206,0.05967941485783633,0.9889705882352942,0.08588849528157934,0.5655637254901961,
FULL9,92302,raw,6,0.007826037665724652,0.009326186007300168,0.008406351412076766,0.08444798693937414,1.0,0.09775188094064058,0.579452614379085,
FULL9,92302,raw,7,0.028411237145271467,0.03295369363205025,0.03451798986652078,0.376140421085224,0.9926470588235294,0.27763788177955045,0.39195261437908496,
FULL9,92302,raw,8,0.1353729238296,0.1477018265923413,0.1921951162986321,1.9853132495293668,0.8933823529411765,0.7165607278297595,0.04125816993464052,
FULL9,92302,raw,9,0.2649464756148258,0.28813535140529906,0.39192673510538906,3.900106541593285,0.8731617647058824,1.3090166299698272,0.001633986928104575,
FULL9,92302,raw,10,0.37374755760301537,0.4057091233434777,0.5575949461351657,5.4437797004630895,0.8455882352941176,1.7719369049853015,0.001633986928104575,
FULL9,92302,raw,11,0.4421233706992246,0.47953669841298063,0.6561335355777217,6.361763973610804,0.8566176470588235,2.0790051208082465,0.0024509803921568627,
FULL9,92302,raw,12,0.45535598757923273,0.49433539867555465,0.6725586695250722,6.460375261109541,0.8658088235294118,2.1921130248528296,0.0026552287581699343,
FULL9,92302,raw,13,0.4489798679136263,0.48699804985412243,0.6648881209871839,6.438383341383408,0.8474264705882353,2.1282645777617013,0.0026552287581699343,
FULL9,92302,raw,14,0.40992319775825964,0.4448386763537195,0.6072264344406934,5.914529494612532,0.84375,1.9352723412604425,0.0026552287581699343,
FULL9,92302,raw,15,0.32684450499195955,0.354151175460781,0.48329420343426743,4.757264403304468,0.8180147058823529,1.506387886824776,0.001838235294117647,
FULL9,92302,raw,16,0.19614309762668214,0.2118836827735951,0.2899637479294207,2.922426863136934,0.8363970588235294,0.8861885079735461,0.02369281045751634,
FULL9,92302,raw,17,0.03208051981722247,0.03773284840055397,0.0342594586756936,0.3712128472226836,0.9963235294117647,0.344155692404682,0.35334967320261434,
FULL9,92302,raw,18,0.01990776347941219,0.021541919703660452,0.025857599905629466,0.24630937506170833,0.84375,0.11441416748724652,0.8051470588235294,
FULL9,92302,raw,19,0.005423277533905889,0.00644960756095973,0.006156089119406312,0.05986317290979273,0.9761029411764706,0.0721500943580668,0.639297385620915,
FULL9,92302,raw,20,0.00479418316935985,0.005732768843994581,0.003918942290539627,0.03971691341961131,0.9485294117647058,0.061516776352266524,0.576797385620915,
FULL9,92302,raw,21,0.005264029132702937,0.005869254025686188,0.008034659988296831,0.07992360434111427,0.9283088235294118,0.04208530225853757,0.7551062091503268,
FULL9,92302,raw,22,0.003883018243007772,0.004620055300959455,0.004005392634159589,0.040885797756559705,0.9742647058823529,0.05122833499317147,0.4013480392156863,
FULL9,92302,raw,23,0.0043895566442591055,0.005260247275195822,0.00561274276107168,0.05450488977572497,0.9981617647058824,0.061721738606071615,0.6527777777777777,
FULL9,92302,raw,24,0.005383701594357887,0.006296074626374796,0.007617273954044662,0.07322657327441608,1.0,0.063939497500243,0.7048611111111112,
FULL9,92302,raw,25,0.004577899145394667,0.005374380070223321,0.006082132228815919,0.060027265373398274,1.0,0.05413079721483869,0.6570669934640522,
FULL9,92302,raw,26,0.0034527078807548538,0.004138837217727177,0.0037056739391622628,0.036986778764163744,1.0,0.0464921120752396,0.5177696078431372,
FULL9,92302,raw,27,0.004480563414980612,0.005108404820802995,0.006668685239499228,0.0651248680318103,1.0,0.04337916308664799,0.7195669934640522,
FULL9,92302,raw,28,0.00463150803791695,0.00562391819213706,0.004444730172183173,0.04479167873368544,0.9944852941176471,0.06642514334046598,0.5931372549019607,
FULL9,92302,raw,29,0.005238963752259759,0.006319327547410553,0.004445023707754452,0.04602226790259866,0.9944852941176471,0.0728716824118688,0.5392156862745099,
FULL9,92302,raw,30,0.006568079655910492,0.007979537377940429,0.005916289273324307,0.06196186691522598,0.9908088235294118,0.10044832124853426,0.625,
FULL9,92302,raw,31,0.028080658058355506,0.032616730745665255,0.03530688069861207,0.38555675588876887,0.9963235294117647,0.282521791337797,0.40298202614379086,
FULL9,92302,raw,32,0.14239634236209847,0.15540238071264423,0.2007087586895508,2.073242876017877,0.8786764705882353,0.7528465235498146,0.042279411764705885,
