arm,seed,source,step,id,month,path_index,prediction,primary,raw_2pinball,raw_RMSE,raw_MAE,coverage80,width80,provenance
STD,61710,SELECTED,0,D_0615,6,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0615_k3.npz,0.2271391109157376,81156.86552780878,167956.79814665733,119146.13454861112,0.7083333333333334,294592.89111328125,REUSED
STD,61710,SELECTED,0,D_0622,6,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0622_k0.npz,0.1890983238310973,71680.62327833066,158536.60586091105,112439.90532769098,0.9166666666666666,356092.6956380208,REUSED
STD,61710,SELECTED,0,D_0622,6,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0622_k3.npz,0.242480422277195,91915.92738361338,217804.04211591007,134251.60112847222,0.8333333333333334,357360.9384765625,REUSED
STD,61710,SELECTED,0,D_0701,7,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0701_k0.npz,0.102821790672537,49109.75341740037,109250.75701565588,67254.00162760417,0.9583333333333334,333771.294921875,REUSED
STD,61710,SELECTED,0,D_0701,7,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0701_k3.npz,0.1255697725201779,59974.64666594328,136463.76926686132,91247.65223524303,0.8333333333333334,303331.916015625,REUSED
STD,61710,SELECTED,0,D_0708,7,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0708_k0.npz,0.0943137802386849,42251.52867378679,91663.82133258822,58407.6203342014,0.7916666666666666,169128.53450520834,REUSED
STD,61710,SELECTED,0,D_0708,7,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0708_k3.npz,0.178019963028967,79750.97120897404,175470.25987972898,101926.705078125,0.75,195986.93229166663,REUSED
STD,61710,SELECTED,0,D_0715,7,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0715_k0.npz,0.0983690055052307,37038.42580316776,65319.615374605775,52105.782606336805,0.9583333333333334,289886.5483398437,REUSED
STD,61710,SELECTED,0,D_0715,7,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0715_k3.npz,0.1353190191781475,50951.0432259147,106757.62646920804,73301.25637478298,0.875,256639.4275716146,REUSED
STD,61710,SELECTED,0,D_0722,7,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0722_k0.npz,0.1441328575342338,65165.08687303654,146424.91872379155,90322.01356336806,0.7916666666666666,253811.1809895833,REUSED
STD,61710,SELECTED,0,D_0722,7,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0722_k3.npz,0.1519864258292249,68715.82796678656,134765.34148077274,103169.08365885416,0.7083333333333334,257108.60498046875,REUSED
STD,61710,SELECTED,0,D_0801,8,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0801_k0.npz,0.2104717366175958,104665.75953786376,217891.28435238427,132948.74576822916,0.625,153547.15006510416,REUSED
STD,61710,SELECTED,0,D_0801,8,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0801_k3.npz,0.2173846827186806,108103.5073606461,237321.60053542437,137335.85546875003,0.625,149527.09733072916,REUSED
STD,61710,SELECTED,0,D_0808,8,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0808_k0.npz,0.1399718447175687,67688.49214440725,131907.0169102864,93760.01128472223,0.625,192690.4853515625,REUSED
STD,61710,SELECTED,0,D_0808,8,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0808_k3.npz,0.2242813698577438,108459.4389134838,209353.0472163783,151073.21039496525,0.5833333333333334,259058.34700520837,REUSED
STD,61710,SELECTED,0,D_0815,8,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0815_k0.npz,0.1313190917018817,61160.5903713521,132063.21817974746,89381.30289713542,0.75,244236.35546875,REUSED
STD,61710,SELECTED,0,D_0815,8,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0815_k3.npz,0.1081315928724015,50361.23820353836,107940.60987303204,69040.96028645833,0.7083333333333334,248243.3028971354,REUSED
STD,61710,SELECTED,0,D_0822,8,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0822_k0.npz,0.2062909541383727,93293.55027367004,196275.1719535644,130009.36349826388,0.6666666666666666,267189.7998046875,REUSED
STD,61710,SELECTED,0,D_0822,8,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0822_k3.npz,0.2435201480412651,110130.17642402448,244113.0562866368,145927.81119791666,0.6666666666666666,233333.8155924479,REUSED
STD,61710,SELECTED,0,D_0901,9,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0901_k0.npz,0.1003918139245135,43934.75664127088,100153.00942484952,58365.8840467665,0.8333333333333334,222962.87272135416,REUSED
STD,61710,SELECTED,0,D_0901,9,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0901_k3.npz,0.0961218005625291,42066.0584817295,93601.02996250942,56415.72884114584,0.875,229502.7418619792,REUSED
STD,61710,SELECTED,0,D_0908,9,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0908_k0.npz,0.1534808890501394,70676.17954300492,156358.48526701867,102188.4438205295,0.6666666666666666,224804.08256022132,REUSED
STD,61710,SELECTED,0,D_0908,9,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0908_k3.npz,0.2622916692303474,120782.28906468303,241780.15294390885,153046.22466362847,0.625,206695.1171875,REUSED
STD,61710,SELECTED,0,D_0915,9,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0915_k0.npz,0.1534685409107702,64216.85014529597,157660.5081367452,97551.38064236112,0.875,276513.16129557294,REUSED
STD,61710,SELECTED,0,D_0915,9,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0915_k3.npz,0.2089767781529247,87443.52664625703,209064.21858054068,141343.1697048611,0.875,308287.7275390625,REUSED
STD,61710,SELECTED,0,D_0922,9,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0922_k0.npz,0.1186273309024459,51532.68195452009,111708.64616455024,72101.88910590277,0.7916666666666666,243608.7547200521,REUSED
STD,61710,SELECTED,0,D_0922,9,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL0_D_0922_k3.npz,0.1113384463969752,48366.330961319865,105038.63920450468,66992.84611002606,0.7083333333333334,215586.77783203125,REUSED
STD,61710,FIXED120,120,D_0601,6,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0601_k0.npz,0.1714263652860646,71586.3653906896,144199.46591044503,97107.97352430556,0.6666666666666666,190895.65234375,REUSED
STD,61710,FIXED120,120,D_0601,6,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0601_k3.npz,0.0924871381100038,38621.93573102679,76848.85662010594,55494.01787651909,0.7916666666666666,184253.58048502603,REUSED
STD,61710,FIXED120,120,D_0608,6,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0608_k0.npz,0.1340968767007388,50482.05034657634,120100.66873517582,74102.81738281249,0.875,224261.82462565103,REUSED
STD,61710,FIXED120,120,D_0608,6,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0608_k3.npz,0.2023018013462758,76158.44583432798,168905.8071326706,106584.84928385416,0.7083333333333334,206316.6701660156,REUSED
STD,61710,FIXED120,120,D_0615,6,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0615_k0.npz,0.2128475222732704,76050.47705530238,179645.5347576337,114450.8148871528,0.875,261650.1959635417,REUSED
STD,61710,FIXED120,120,D_0615,6,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0615_k3.npz,0.2093422439153982,74798.04015361484,158416.16211885575,106632.3461642795,0.625,236521.8435872396,REUSED
STD,61710,FIXED120,120,D_0622,6,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0622_k0.npz,0.1104308571916747,41860.51209914435,85164.91797553259,59645.99258083767,0.9583333333333334,282078.1190592448,REUSED
STD,61710,FIXED120,120,D_0622,6,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0622_k3.npz,0.1959333239139785,74271.53501209078,177396.45989590316,102313.85034179688,0.8333333333333334,293004.7518717448,REUSED
STD,61710,FIXED120,120,D_0701,7,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0701_k0.npz,0.1183561623684585,56529.28150080604,141950.2840824212,82088.54416232639,0.9166666666666666,257358.7574869792,REUSED
STD,61710,FIXED120,120,D_0701,7,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0701_k3.npz,0.1506896913283835,71972.42467065557,150363.97665346926,108602.80772569444,0.625,208260.91048177084,REUSED
STD,61710,FIXED120,120,D_0708,7,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0708_k0.npz,0.0849260339002974,38045.92231812169,79818.46308942251,51335.99956597222,0.6666666666666666,122958.06298828124,REUSED
STD,61710,FIXED120,120,D_0708,7,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0708_k3.npz,0.2065815809488144,92546.2596117518,198058.10133771604,112033.16688368056,0.7083333333333334,139124.7267252604,REUSED
STD,61710,FIXED120,120,D_0715,7,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0715_k0.npz,0.0955421149713639,35974.02981019682,72709.93429556473,53531.44531250002,0.9583333333333334,223085.19368489584,REUSED
STD,61710,FIXED120,120,D_0715,7,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0715_k3.npz,0.1791768760237493,67464.63882768582,139048.0074205568,96607.1302625868,0.7083333333333334,205496.3150024414,REUSED
STD,61710,FIXED120,120,D_0722,7,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0722_k0.npz,0.1504092969820861,68002.77932477678,154918.53972345174,91613.81781684028,0.75,191595.8074544271,REUSED
STD,61710,FIXED120,120,D_0722,7,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0722_k3.npz,0.1505657956542154,68073.53522138,127550.41435176689,98959.93744574656,0.625,189103.9803059896,REUSED
STD,61710,FIXED120,120,D_0801,8,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0801_k0.npz,0.2273126532382046,113040.60053902118,215166.1251187035,136499.91232638888,0.4166666666666667,116906.47428385416,REUSED
STD,61710,FIXED120,120,D_0801,8,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0801_k3.npz,0.2495565638253589,124102.30333157656,243374.84845006067,148422.23285590278,0.4166666666666667,104412.3408203125,REUSED
STD,61710,FIXED120,120,D_0808,8,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0808_k0.npz,0.1649655180066161,79775.09471436839,141349.68252087728,105189.47135416669,0.4166666666666667,138014.4314778646,REUSED
STD,61710,FIXED120,120,D_0808,8,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0808_k3.npz,0.2784795652304471,134668.95361359126,230247.1367492028,170507.43207465278,0.375,182955.0286458333,REUSED
STD,61710,FIXED120,120,D_0815,8,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0815_k0.npz,0.1466961523130036,68322.3068663711,136622.21424034293,98230.62141927084,0.5833333333333334,183136.3859049479,REUSED
STD,61710,FIXED120,120,D_0815,8,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0815_k3.npz,0.1221621141953388,56895.81711516203,115419.56396077372,82499.0068359375,0.6666666666666666,182768.69694010416,REUSED
STD,61710,FIXED120,120,D_0822,8,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0822_k0.npz,0.2046301094959463,92542.44563220796,192202.7782269192,126244.56884765624,0.5833333333333334,219829.5626627604,REUSED
STD,61710,FIXED120,120,D_0822,8,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0822_k3.npz,0.2962986542002195,133998.8634358982,276523.3662535866,171783.16498480903,0.5833333333333334,193767.27587890625,REUSED
STD,61710,FIXED120,120,D_0901,9,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0901_k0.npz,0.1045786943834867,45767.07311071325,99013.1828741586,63677.17437065972,0.6666666666666666,162914.89265950522,REUSED
STD,61710,FIXED120,120,D_0901,9,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0901_k3.npz,0.1162883090484757,50891.58526522198,103429.84431011022,75049.91829427083,0.5833333333333334,170908.51017252603,REUSED
STD,61710,FIXED120,120,D_0908,9,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0908_k0.npz,0.1635466275910954,75311.33606807001,159156.84975829915,100221.38064236108,0.625,158164.89302571616,REUSED
STD,61710,FIXED120,120,D_0908,9,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0908_k3.npz,0.3279223091625586,151004.44193386502,278962.153973452,177229.19921875,0.5416666666666666,144072.35026041666,REUSED
STD,61710,FIXED120,120,D_0915,9,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0915_k0.npz,0.1509258299318228,63152.88688006364,155614.47784506436,85405.9033203125,0.7083333333333334,227671.13151041663,REUSED
STD,61710,FIXED120,120,D_0915,9,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0915_k3.npz,0.2055992456176057,86030.24351087135,196897.86155077745,133331.48784722222,0.625,264739.2796223958,REUSED
STD,61710,FIXED120,120,D_0922,9,0,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0922_k0.npz,0.1477380628018858,64178.62178158068,138965.65392192674,88654.49457465275,0.625,178711.1941731771,REUSED
STD,61710,FIXED120,120,D_0922,9,3,.cache/covariate_lora_controls_20260916/STD_61710_EVAL120_D_0922_k3.npz,0.1462105313653139,63515.04964270213,141598.42567016865,85213.48763020833,0.6666666666666666,157771.97786458334,REUSED
EXODROP,61710,SELECTED,0,D_0601,6,0,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0601_k0.npz,0.1354175281636358,56549.34487614707,121158.32068874112,77011.28138563369,0.7916666666666666,253115.64542643228,REUSED
EXODROP,61710,SELECTED,0,D_0601,6,3,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0601_k3.npz,0.0964025156434855,40256.96804526031,79439.63172033367,58745.735297309024,0.875,246547.9324544271,REUSED
EXODROP,61710,SELECTED,0,D_0608,6,0,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0608_k0.npz,0.1386292279445635,52188.297272742544,112647.19934395484,80147.96504720052,0.9583333333333334,319151.82755533856,REUSED
EXODROP,61710,SELECTED,0,D_0608,6,3,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0608_k3.npz,0.2056063725730437,77402.48324331133,176360.29630746026,116168.3265109592,0.8333333333333334,290151.25797526044,REUSED
EXODROP,61710,SELECTED,0,D_0615,6,0,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0615_k0.npz,0.2748540468576296,98205.4249955822,244025.0727963484,133686.58051215278,0.7916666666666666,310477.4766438802,REUSED
EXODROP,61710,SELECTED,0,D_0615,6,3,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0615_k3.npz,0.2271391109157376,81156.86552780878,167956.79814665733,119146.13454861112,0.7083333333333334,294592.89111328125,REUSED
EXODROP,61710,SELECTED,0,D_0622,6,0,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0622_k0.npz,0.1890983238310973,71680.62327833066,158536.60586091105,112439.90532769098,0.9166666666666666,356092.6956380208,REUSED
EXODROP,61710,SELECTED,0,D_0622,6,3,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0622_k3.npz,0.242480422277195,91915.92738361338,217804.04211591007,134251.60112847222,0.8333333333333334,357360.9384765625,REUSED
EXODROP,61710,SELECTED,0,D_0701,7,0,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0701_k0.npz,0.102821790672537,49109.75341740037,109250.75701565588,67254.00162760417,0.9583333333333334,333771.294921875,REUSED
EXODROP,61710,SELECTED,0,D_0701,7,3,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0701_k3.npz,0.1255697725201779,59974.64666594328,136463.76926686132,91247.65223524303,0.8333333333333334,303331.916015625,REUSED
EXODROP,61710,SELECTED,0,D_0708,7,0,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0708_k0.npz,0.0943137802386849,42251.52867378679,91663.82133258822,58407.6203342014,0.7916666666666666,169128.53450520834,REUSED
EXODROP,61710,SELECTED,0,D_0708,7,3,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0708_k3.npz,0.178019963028967,79750.97120897404,175470.25987972898,101926.705078125,0.75,195986.93229166663,REUSED
EXODROP,61710,SELECTED,0,D_0715,7,0,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0715_k0.npz,0.0983690055052307,37038.42580316776,65319.615374605775,52105.782606336805,0.9583333333333334,289886.5483398437,REUSED
EXODROP,61710,SELECTED,0,D_0715,7,3,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0715_k3.npz,0.1353190191781475,50951.0432259147,106757.62646920804,73301.25637478298,0.875,256639.4275716146,REUSED
EXODROP,61710,SELECTED,0,D_0722,7,0,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0722_k0.npz,0.1441328575342338,65165.08687303654,146424.91872379155,90322.01356336806,0.7916666666666666,253811.1809895833,REUSED
EXODROP,61710,SELECTED,0,D_0722,7,3,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0722_k3.npz,0.1519864258292249,68715.82796678656,134765.34148077274,103169.08365885416,0.7083333333333334,257108.60498046875,REUSED
EXODROP,61710,SELECTED,0,D_0801,8,0,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0801_k0.npz,0.2104717366175958,104665.75953786376,217891.28435238427,132948.74576822916,0.625,153547.15006510416,REUSED
EXODROP,61710,SELECTED,0,D_0801,8,3,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0801_k3.npz,0.2173846827186806,108103.5073606461,237321.60053542437,137335.85546875003,0.625,149527.09733072916,REUSED
EXODROP,61710,SELECTED,0,D_0808,8,0,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0808_k0.npz,0.1399718447175687,67688.49214440725,131907.0169102864,93760.01128472223,0.625,192690.4853515625,REUSED
EXODROP,61710,SELECTED,0,D_0808,8,3,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0808_k3.npz,0.2242813698577438,108459.4389134838,209353.0472163783,151073.21039496525,0.5833333333333334,259058.34700520837,REUSED
EXODROP,61710,SELECTED,0,D_0815,8,0,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0815_k0.npz,0.1313190917018817,61160.5903713521,132063.21817974746,89381.30289713542,0.75,244236.35546875,REUSED
EXODROP,61710,SELECTED,0,D_0815,8,3,.cache/covariate_lora_controls_20260916/EXODROP_61710_EVAL0_D_0815_k3.npz,0.1081315928724015,50361.23820353836,107940.60987303204,69040.96028645833,0.7083333333333334,248243.3028971354,REUSED
