method,baseline,policy,condition,seed,method_score,baseline_score,gain_percent,ci_low,ci_high,replicates
C3,C0,selected,delta4,73101,0.7304915802209037,1.006102839473578,27.393945075921078,14.004950914897124,28.9492534678479,2000
C3,C0,selected,delta4,73102,0.6951024417971026,0.9601378043932686,27.603887836043228,5.982159524380762,29.97629691917748,2000
C3,C0,selected,delta4,MEAN,0.7127970110090032,0.9831203219334232,27.496462527882354,10.132186967215828,29.45133158317581,2000
C3,C1,selected,delta4,73101,0.7304915802209037,0.7726246817484265,5.4532430199067505,5.384417257857089,6.601043604172654,2000
C3,C1,selected,delta4,73102,0.6951024417971026,0.7908104714699581,12.102524324817486,6.996108050376291,12.913470472231728,2000
C3,C1,selected,delta4,MEAN,0.7127970110090032,0.7817175766091923,8.81655570534074,6.800974458193348,9.193707414112549,2000
C3,C2,selected,irregular,73101,0.6571000782389849,0.6530220379626317,-0.6244873892887712,-0.7246608891547994,-0.08506605395802194,2000
C3,C2,selected,irregular,73102,0.6440109121778826,0.6450761596991419,0.16513515578626745,0.0858583144036126,0.4784806910086252,2000
C3,C2,selected,irregular,MEAN,0.6505554952084338,0.6490490988308868,-0.232092823217911,-0.32389911557091505,0.20345982337256663,2000
C3,C0,selected,irregular,73101,0.6571000782389849,0.9450718428431261,30.470886079709615,8.479610242937916,32.87282533480197,2000
C3,C0,selected,irregular,73102,0.6440109121778826,0.9025401718889172,28.644626329480857,-1.7877868568368416,31.853295651342197,2000
C3,C0,selected,irregular,MEAN,0.6505554952084338,0.9238060073660217,29.578776277574384,3.5102291987486747,32.374617802029775,2000
C3,C1,selected,irregular,73101,0.6571000782389849,0.7020271917094987,6.3996258266168145,4.468587308571915,6.690220030386026,2000
C3,C1,selected,irregular,73102,0.6440109121778826,0.6998752090053124,7.982036812937853,2.808163844053402,8.890755812671253,2000
C3,C1,selected,irregular,MEAN,0.6505554952084338,0.7009512003574055,7.189616784060808,3.6279737272181403,7.786960498028717,2000
C3,C2,fixed512,PRIMARY,73101,0.6513152341650288,0.6444093899584322,-1.0716548073643108,-1.187742637166152,-0.43188620033242736,2000
C3,C2,fixed512,PRIMARY,73102,0.6447976806378013,0.6384142131810375,-0.9998943201713439,-1.180137099820489,-0.12075594642777492,2000
C3,C2,fixed512,PRIMARY,MEAN,0.648056457401415,0.6414118015697349,-1.0359422473079887,-1.1839707808534383,-0.2736102913796738,2000
C3,C0,fixed512,PRIMARY,73101,0.6513152341650288,0.9266089536873112,29.709805676579037,7.588108297295215,32.20363092968981,2000
C3,C0,fixed512,PRIMARY,73102,0.6447976806378013,0.8596981333590326,24.997198944886296,-1.011614751785352,27.910582189127595,2000
C3,C0,fixed512,PRIMARY,MEAN,0.648056457401415,0.8931535435231719,27.441763837708837,3.4112500346884844,30.140491355050436,2000
C3,C1,fixed512,PRIMARY,73101,0.6513152341650288,0.6820602528537842,4.5076690160607225,1.0382392883527631,5.091461593530837,2000
C3,C1,fixed512,PRIMARY,73102,0.6447976806378013,0.6953936804436531,7.275878574791213,1.4253449566371146,8.260492290920169,2000
C3,C1,fixed512,PRIMARY,MEAN,0.648056457401415,0.6887269666487187,5.905171601629388,1.2352438587173689,6.689941872918573,2000
C3,C2,fixed512,delta1,73101,0.6441656936427846,0.6431471386679549,-0.15837044333887382,-0.5630038580443978,-0.11487419207009067,2000
C3,C2,fixed512,delta1,73102,0.6404753505747621,0.6532473792148061,1.9551595684005347,1.902032297083819,2.0523269415995387,2000
C3,C2,fixed512,delta1,MEAN,0.6423205221087733,0.6481972589413805,0.9066278438456964,0.7762098431069996,0.9066278438457134,2000
C3,C0,fixed512,delta1,73101,0.6441656936427846,0.6537815164465289,1.4708006515706906,0.7511061180561682,1.5358538058882574,2000
C3,C0,fixed512,delta1,73102,0.6404753505747621,0.5686621539941036,-12.628446622703006,-12.9466848015194,-10.53105408823954,2000
C3,C0,fixed512,delta1,MEAN,0.6423205221087733,0.6112218352203163,-5.087954175794044,-5.1725487163074835,-4.648243634821316,2000
C3,C1,fixed512,delta1,73101,0.6441656936427846,0.6782785985112496,5.029335282484102,1.6549420184011987,5.590834296670887,2000
C3,C1,fixed512,delta1,73102,0.6404753505747621,0.7101182856433078,9.807230214534613,4.775826355805883,10.604524295347662,2000
C3,C1,fixed512,delta1,MEAN,0.6423205221087733,0.6941984420772787,7.473067760461819,3.257629163748412,8.153259483728114,2000
C3,C2,fixed512,delta2,73101,0.6455303900910728,0.6357967419542326,-1.5309370895676686,-1.665722646536437,-0.7786540987972974,2000
C3,C2,fixed512,delta2,73102,0.6455844490977198,0.6317522666629332,-2.1894947061846852,-2.4712307916514797,-0.735892551796301,2000
C3,C2,fixed512,delta2,MEAN,0.6455574195943963,0.633774504308583,-1.8591652402723122,-2.066429970486391,-0.7570424288712648,2000
C3,C0,fixed512,delta2,73101,0.6455303900910728,0.9081460645314963,28.917779275507222,6.685521948060357,31.50536017905911,2000
C3,C0,fixed512,delta2,73102,0.6455844490977198,0.816856094829148,20.967174856821142,-0.23645001486442851,23.510048183906427,2000
C3,C0,fixed512,delta2,MEAN,0.6455574195943963,0.8625010796803221,25.1528566394762,3.311702662634069,27.73268587103649,2000
C3,C1,fixed512,delta2,73101,0.6455303900910728,0.6620933139980699,2.5015996320792597,-2.620761571880852,3.3988737984503326,2000
C3,C1,fixed512,delta2,73102,0.6455844490977198,0.690912151881994,6.560559495270822,-0.01782976945757132,7.625066994228665,2000
C3,C1,fixed512,delta2,MEAN,0.6455574195943963,0.6765027329400319,4.5743072184127875,-1.2888035151456663,5.556827630034567,2000
C3,C2,fixed512,delta4,73101,0.7304915802209037,0.7188731603957905,-1.616198860271313,-1.78489661989314,-0.5010521216405204,2000
C3,C2,fixed512,delta4,73102,0.6951024417971026,0.6880261925667541,-1.0284854423855216,-1.2177209526661528,0.016880533315760955,2000
C3,C2,fixed512,delta4,MEAN,0.7127970110090032,0.7034496764812723,-1.3287851057785929,-1.508899923100556,-0.2388210279069292,2000
C3,C0,fixed512,delta4,73101,0.7304915802209037,1.006102839473578,27.393945075921078,14.004950914897124,28.9492534678479,2000
C3,C0,fixed512,delta4,73102,0.6951024417971026,0.9601378043932686,27.603887836043228,5.982159524380762,29.97629691917748,2000
C3,C0,fixed512,delta4,MEAN,0.7127970110090032,0.9831203219334232,27.496462527882354,10.132186967215828,29.45133158317581,2000
C3,C1,fixed512,delta4,73101,0.7304915802209037,0.7726246817484265,5.4532430199067505,5.384417257857089,6.601043604172654,2000
C3,C1,fixed512,delta4,73102,0.6951024417971026,0.7908104714699581,12.102524324817486,6.996108050376291,12.913470472231728,2000
C3,C1,fixed512,delta4,MEAN,0.7127970110090032,0.7817175766091923,8.81655570534074,6.800974458193348,9.193707414112549,2000
C3,C2,fixed512,irregular,73101,0.6571000782389849,0.6530220379626317,-0.6244873892887712,-0.7246608891547994,-0.08506605395802194,2000
C3,C2,fixed512,irregular,73102,0.6440109121778826,0.6450761596991419,0.16513515578626745,0.0858583144036126,0.4784806910086252,2000
C3,C2,fixed512,irregular,MEAN,0.6505554952084338,0.6490490988308868,-0.232092823217911,-0.32389911557091505,0.20345982337256663,2000
C3,C0,fixed512,irregular,73101,0.6571000782389849,0.9450718428431261,30.470886079709615,8.479610242937916,32.87282533480197,2000
C3,C0,fixed512,irregular,73102,0.6440109121778826,0.9025401718889172,28.644626329480857,-1.7877868568368416,31.853295651342197,2000
C3,C0,fixed512,irregular,MEAN,0.6505554952084338,0.9238060073660217,29.578776277574384,3.5102291987486747,32.374617802029775,2000
C3,C1,fixed512,irregular,73101,0.6571000782389849,0.7020271917094987,6.3996258266168145,4.468587308571915,6.690220030386026,2000
C3,C1,fixed512,irregular,73102,0.6440109121778826,0.6998752090053124,7.982036812937853,2.808163844053402,8.890755812671253,2000
C3,C1,fixed512,irregular,MEAN,0.6505554952084338,0.7009512003574055,7.189616784060808,3.6279737272181403,7.786960498028717,2000
